name,label
extrait 1 ANONYME _ Romance pour guitare.mp3.png,1
"extrait 4 Cello Suite No. 1 in G Major, BWV 1007_ Jean-Sébastien BACH _ Suite pour violoncelle seul BWV 1007. Prélude.mp3.png",1
extrait 1 Jean SIBELIUS _ Valse triste - Recorded 1967.mp3.png,1
"extrait 1 Samson et Dalila, Op. 47, R. 288 _ Act 2_ Camille SAINT-SAENS _ Samson et Dalila « Mon cœur s’ouvre à ta voix ».mp3.png",1
"extrait 1 Préludes _ Book 1, L. 117_ Claude DEBUSSY _ Préludes, livre I. La Fille aux cheveux de lin.mp3.png",1
"extrait 0 Prelude & Fugue in C Major (Well-Tempered Clavier, Book I, No. 1), BWV 846_ Prélude n° 1 BWV 846.mp3.png",1
extrait 0 Ludwig van BEETHOVEN _ Bagatelle « Pour Elise ».mp3.png,1
extrait 3 Frédéric CHOPIN _ Nocturne op.9 n° 2.mp3.png,1
"extrait 4 Serse, HWV 40 _ Act 1_ Georg Friederich HAENDEL _ Largo de Xerxes.mp3.png",1
extrait 0 Gaîté parisienne (Arr. Rosenthal)_ Jacques OFFENBACH _ Les contes d’Hoffmann. Barcarolle.mp3.png,1
extrait 4 Claude DEBUSSY _ Prélude à l’après-midi d’un faune.mp3.png,1
"extrait 2 Le carnaval des animaux, R. 125_ Camille SAINT-SAËNS _ Le Carnaval des animaux. Le cygne.mp3.png",1
extrait 4 Premier livre de pieces de clavecin _ Troisième Suite_ Louis-Claude DAQUIN _ Le coucou.mp3.png,1
"extrait 2 Solomon, HWV 67 _ Act III_ Georg Friederich HAENDEL _ Solomon. Arrivée de la Reine de Saba.mp3.png",1
"extrait 2 String Quintet in E Major, G. 275_ Luigi BOCCHERINI _ Quintette à cordes op.11 n° 5. Menuet.mp3.png",1
"extrait 0 24 Caprices for Violin, Op. 1, MS. 25_ Nicolo PAGANINI _ Caprice op.1 n° 24 pour violon seul.mp3.png",1
extrait 0 Gabriel FAURE _ Pavane (extrait) - Excerpt.mp3.png,1
extrait 3 Maurice RAVEL _ Pavane pour une infante défunte.mp3.png,1
"extrait 3 12 Etudes, Op. 10_ Frédéric CHOPIN _ Etude op.10 n° 3 « Tristesse ».mp3.png",1
"extrait 2 Dido and Aeneas _ Act III_ Henry PURCELL _ Didon et Enée « Thy hand, Belinda » (Mort de Didon).mp3.png",1
"extrait 3 Romeo and Juliet, Op. 64 _ Act I_ Serge PROKOFIEV _ Roméo et Juliette. Danse des chevaliers.mp3.png",1
"extrait 2 Die Zauberflöte, K.620 _ Act 2_ Wolfgang Amadeus MOZART _ La Flûte enchantée. Air de la Reine de la Nuit « Der Hölle Rache » (extrait).mp3.png",1
extrait 3 Piotr Ilyitch TCHAIKOVSKI _ Casse-noisette. Valse des fleurs.mp3.png,1
extrait 1 Emmanuel CHABRIER _ España.mp3.png,1
extrait 1 Gayaneh_ Aram KHATCHATURIAN _ Gayaneh. Danse du sabre.mp3.png,1
extrait 4 An American In Paris - Revised By F. Campbell-Watson_ GERSHWIN _ Un Américain à Paris (extrait) (Rév. F. Campbell-Watson) - Excerpt.mp3.png,1
extrait 4 Il Trovatore _ Act II_ Giuseppe VERDI _ Le Trouvère « Vedi ! le fosche notturne spoglie » (Chœurs des Bohèmiens).mp3.png,1
extrait 2 Johann STRAUSS _ Marche de Radetzky - Recorded 1980.mp3.png,1
"extrait 4 Il barbiere di Siviglia, Act I_ Gioacchino ROSSINI _ La Barbier de Séville « Largo al factotum ».mp3.png",1
"extrait 3 Cello Suite No. 1 in G Major, BWV 1007_ Jean-Sébastien BACH _ Suite pour violoncelle seul BWV 1007. Prélude.mp3.png",1
"extrait 0 Orchestral Suite No. 2 In B Minor, BWV 1067_ Jean-Sébastien BACH _ Suite pour orchestre n° 2 BWV 1067. Badinerie.mp3.png",1
"extrait 2 Má Vlast, JB1_112_ Bedrich SMETANA _ La Moldau (extrait) - Excerpt.mp3.png",1
extrait 4 Jean SIBELIUS _ Valse triste - Recorded 1967.mp3.png,1
extrait 3 ANONYME _ Romance pour guitare.mp3.png,1
extrait 0 Madama Butterfly _ Act II_ Giacomo PUCCINI _ Madama Butterfly « Un bel di vedremo ».mp3.png,1
"extrait 2 Orchestral Suite No. 2 In B Minor, BWV 1067_ Jean-Sébastien BACH _ Suite pour orchestre n° 2 BWV 1067. Badinerie.mp3.png",1
extrait 4 Aida _ Act 2_ Giuseppe VERDI _ Aida. Marche triomphale « Gloria all’ Egitto ».mp3.png,1
"extrait 3 Kinderszenen, Op. 15_ Robert SCHUMANN _ Scènes d’enfants. Rêverie.mp3.png",1
"extrait 0 Romeo and Juliet, Op. 64 _ Act I_ Serge PROKOFIEV _ Roméo et Juliette. Danse des chevaliers.mp3.png",1
"extrait 4 Dido and Aeneas _ Act III_ Henry PURCELL _ Didon et Enée « Thy hand, Belinda » (Mort de Didon).mp3.png",1
"extrait 4 12 Etudes, Op. 10_ Frédéric CHOPIN _ Etude op.10 n° 3 « Tristesse ».mp3.png",1
"extrait 2 Also sprach Zarathustra, Op. 30, TrV 176_ Richard STRAUSS _ Ainsi parlait Zarathoustra, op.30 1Introduction.mp3.png",1
extrait 1 Claude DEBUSSY _ Prélude à l’après-midi d’un faune.mp3.png,1
"extrait 0 Préludes _ Book 1, L. 117_ Claude DEBUSSY _ Préludes, livre I. La Fille aux cheveux de lin.mp3.png",1
"extrait 0 Kinderszenen, Op. 15_ Robert SCHUMANN _ Scènes d’enfants. Rêverie.mp3.png",1
extrait 2 Canon and Gigue in D Major_ Johann PACHELBEL _ Canon (extrait).mp3.png,1
"extrait 4 Carmen, WD 31, Act I_ Georges BIZET _ Carmen « L’amour est un oiseau rebelle » (Habanera).mp3.png",1
"extrait 4 Herz und Mund und Tat und Leben, Cantata BWV 147 _ Pt. 2_ Jean-Sébastien BACH _ Cantate BWV 147 Choral « Jésus que ma joie demeure ».mp3.png",1
extrait 2 ANONYME _ Greensleeves (arr. Francis Cutting).mp3.png,1
extrait 2 Carmina Burana _ Fortuna Imperatrix Mundi_ Carl ORFF _ Carmina Burana. O Fortuna.mp3.png,1
"extrait 1 Dido and Aeneas _ Act III_ Henry PURCELL _ Didon et Enée « Thy hand, Belinda » (Mort de Didon).mp3.png",1
"extrait 4 Requiem, Op. 48_ Gabriel FAURE _ Requiem, op.48. Pie Jesu.mp3.png",1
"extrait 3 Carmen, WD 31 _ Act 1_ Georges BIZET _ Carmen, suite n° 1. Les Toréadors - Excerpt.mp3.png",1
"extrait 4 Piano Concerto No. 2 In C Minor, Op. 18_ Serge RACHMANINOV _ Concerto piano et orchestre n° 2 Moderato (extrait) - Excerpt.mp3.png",1
extrait 3 ANONYME _ Greensleeves (arr. Francis Cutting).mp3.png,1
"extrait 2 Requiem, K. 626_ Wolfgang Amadeus MOZART _ Requiem, K.626. Lacrimosa - Recorded 1975.mp3.png",1
"extrait 4 Concerto for Flute, Harp, and Orchestra in C Major, K. 299_ Wolfgang Amadeus MOZART _ Concerto pour flûte et harpe K.299. Andantino.mp3.png",1
"extrait 3 Serenade In G, K.525 _Eine kleine Nachtmusik__ Wolfgang Amadeus MOZART _ Sérénade « Petite Musique de nuit » K.525 Allegro (extrait) - Excerpt.mp3.png",1
"extrait 1 Liebestraum No. 3 in A-Flat Major, S. 541_ Franz LISZT _ Rêve d’amour n° 3.mp3.png",1
"extrait 4 Fünf Lieder, Op. 49_ Johannes BRAHMS _ Berceuse, op.49 n° 4.mp3.png",1
"extrait 0 Concerto For Violin And Strings In E, Op. 8, No. 1, RV.269 _La Primavera__ Antonio VIVALDI _ Les Quatre saisons. Concerto op.8 n° 1 « Le Printemps » _ Allegro - Live.mp3.png",1
extrait 3 Johann STRAUSS _ Marche de Radetzky - Recorded 1980.mp3.png,1
extrait 1 Gaîté parisienne (Arr. Rosenthal)_ Jacques OFFENBACH _ Les contes d’Hoffmann. Barcarolle.mp3.png,1
"extrait 4 Orchestral Suite No. 3 in D Major, BWV 1068_ Jean-Sébastien BACH _ Suite n° 3 pour orchestre BWV 1068 Aria.mp3.png",1
"extrait 1 Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 _Moonlight__ Ludwig van BEETHOVEN _ Sonate pour piano n° 14 « Clair de lune », op.27 n° 2. Adagio sostenuto.mp3.png",1
"extrait 2 Fünf Lieder, Op. 49_ Johannes BRAHMS _ Berceuse, op.49 n° 4.mp3.png",1
extrait 0 Gayaneh_ Aram KHATCHATURIAN _ Gayaneh. Danse du sabre.mp3.png,1
"extrait 3 Má Vlast, JB1_112_ Bedrich SMETANA _ La Moldau (extrait) - Excerpt.mp3.png",1
extrait 3 Il Trovatore _ Act II_ Giuseppe VERDI _ Le Trouvère « Vedi ! le fosche notturne spoglie » (Chœurs des Bohèmiens).mp3.png,1
"extrait 1 Carmen, WD 31, Act I_ Georges BIZET _ Carmen « L’amour est un oiseau rebelle » (Habanera).mp3.png",1
"extrait 4 Romeo and Juliet, Op. 64 _ Act I_ Serge PROKOFIEV _ Roméo et Juliette. Danse des chevaliers.mp3.png",1
"extrait 3 Serse, HWV 40 _ Act 1_ Georg Friederich HAENDEL _ Largo de Xerxes.mp3.png",1
extrait 3 Aida _ Act 2_ Giuseppe VERDI _ Aida. Marche triomphale « Gloria all’ Egitto ».mp3.png,1
extrait 2 Gaîté parisienne (Arr. Rosenthal)_ Jacques OFFENBACH _ Les contes d’Hoffmann. Barcarolle.mp3.png,1
"extrait 2 Messiah, HWV 56 _ Pt. 2_ Georg Friederich HAENDEL _ Le Messie. Alléluia.mp3.png",1
"extrait 1 Rhapsody In Blue_ George GERSHWIN _ Rapsody in blue (extrait) (Version pour Jazz Band, orch. Ferde Grofe) - Excerpt.mp3.png",1
extrait 1 ANONYME _ Greensleeves (arr. Francis Cutting).mp3.png,1
"extrait 4 Peer Gynt Suite No. 1, Op. 46_ Edvard GRIEG _ Peer Gynt. Dans le hall du roi de la montagne - Recorded 1982.mp3.png",1
"extrait 2 Rhapsody In Blue_ George GERSHWIN _ Rapsody in blue (extrait) (Version pour Jazz Band, orch. Ferde Grofe) - Excerpt.mp3.png",1
extrait 1 Il Trovatore _ Act II_ Giuseppe VERDI _ Le Trouvère « Vedi ! le fosche notturne spoglie » (Chœurs des Bohèmiens).mp3.png,1
"extrait 3 Piano Concerto No. 1 in B-Flat Minor, Op. 23_ Piotr Ilyitch TCHAIKOVSKI _ Concerto pour piano n° 1 (extrait) - Excerpt.mp3.png",1
"extrait 2 Serenade In G, K.525 _Eine kleine Nachtmusik__ Wolfgang Amadeus MOZART _ Sérénade « Petite Musique de nuit » K.525 Allegro (extrait) - Excerpt.mp3.png",1
"extrait 4 Piano Sonata No. 2 in B-Flat Minor, Op. 35_ Frédéric CHOPIN _ Sonate pour piano n° 2, op.35. Marche funèbre.mp3.png",1
"extrait 3 Piano Concerto No. 21 in C Major, K. 467_ Wolfgang Amadeus MOZART _ Concerto pour piano et orchestre n° 21 K.467. Andante.mp3.png",1
extrait 4 Rigoletto _ Act 3_ Giuseppe VERDI _ Rigoletto « La donna e mobile ».mp3.png,1
"extrait 0 Dido and Aeneas _ Act III_ Henry PURCELL _ Didon et Enée « Thy hand, Belinda » (Mort de Didon).mp3.png",1
extrait 1 Piotr Ilyitch TCHAIKOVSKI _ Casse-noisette. Valse des fleurs.mp3.png,1
extrait 4 Gabriel FAURE _ Pavane (extrait) - Excerpt.mp3.png,1
"extrait 1 Má Vlast, JB1_112_ Bedrich SMETANA _ La Moldau (extrait) - Excerpt.mp3.png",1
"extrait 1 Orpheus In The Underworld (Orphée aux enfers)_ Jacques OFFENBACH _ Orphée aux enfers, ouverture. Cancan final - Live.mp3.png",1
"extrait 0 Herz und Mund und Tat und Leben, Cantata BWV 147 _ Pt. 2_ Jean-Sébastien BACH _ Cantate BWV 147 Choral « Jésus que ma joie demeure ».mp3.png",1
"extrait 0 Carmen, WD 31 _ Act 1_ Georges BIZET _ Carmen, suite n° 1. Les Toréadors - Excerpt.mp3.png",1
extrait 0 Johannes BRAHMS _ Danse hongroise n° 5 (Orch. Martin Schmeling).mp3.png,1
"extrait 4 Kinderszenen, Op. 15_ Robert SCHUMANN _ Scènes d’enfants. Rêverie.mp3.png",1
extrait 1 Franz SCHUBERT _ Ave Maria (extrait) - Excerpt.mp3.png,1
"extrait 0 Il barbiere di Siviglia, Act I_ Gioacchino ROSSINI _ La Barbier de Séville « Largo al factotum ».mp3.png",1
"extrait 3 Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 _Moonlight__ Ludwig van BEETHOVEN _ Sonate pour piano n° 14 « Clair de lune », op.27 n° 2. Adagio sostenuto.mp3.png",1
"extrait 4 Messiah, HWV 56 _ Pt. 2_ Georg Friederich HAENDEL _ Le Messie. Alléluia.mp3.png",1
"extrait 4 Peer Gynt, Op. 23_ Edvard GRIEG _ Peer Gynt. Au matin (extrait) - Excerpt.mp3.png",1
"extrait 2 Kinderszenen, Op. 15_ Robert SCHUMANN _ Scènes d’enfants. Rêverie.mp3.png",1
extrait 0 Georges BIZET _ L’Arlésienne - Prélude - Excerpt.mp3.png,1
"extrait 0 Má Vlast, JB1_112_ Bedrich SMETANA _ La Moldau (extrait) - Excerpt.mp3.png",1
extrait 4 Serge RACHMANINOV _ Vocalise.mp3.png,1
"extrait 0 Serse, HWV 40 _ Act 1_ Georg Friederich HAENDEL _ Largo de Xerxes.mp3.png",1
"extrait 1 Piano Concerto No. 1 in B-Flat Minor, Op. 23_ Piotr Ilyitch TCHAIKOVSKI _ Concerto pour piano n° 1 (extrait) - Excerpt.mp3.png",1
"extrait 1 Die Zauberflöte, K.620 _ Act 2_ Wolfgang Amadeus MOZART _ La Flûte enchantée. Air de la Reine de la Nuit « Der Hölle Rache » (extrait).mp3.png",1
extrait 3 Concierto de Aranjuez For Guitar And Orchestra_ Joaquin RODRIGO _ Concierto de Aranjuez. Adagio (extrait) - Excerpt.mp3.png,1
extrait 0 Jean SIBELIUS _ Valse triste - Recorded 1967.mp3.png,1
extrait 1 RAVEL _ Boléro (extrait) - Excerpt.mp3.png,1
"extrait 0 Fünf Lieder, Op. 49_ Johannes BRAHMS _ Berceuse, op.49 n° 4.mp3.png",1
extrait 1 Johann STRAUSS _ Marche de Radetzky - Recorded 1980.mp3.png,1
"extrait 2 Lieder ohne Worte, Op. 62_ Félix MENDELSSOHN _ Romances sans paroles. Chanson de printemps.mp3.png",1
extrait 0 Johann STRAUSS Fils _ Tritsch-Tratsch Polka.mp3.png,1
extrait 3 Nabucco _ Act 3_ Giuseppe VERDI _ Nabucco. Chœur des esclaves « Va pensiero ».mp3.png,1
"extrait 4 Liebestraum No. 3 in A-Flat Major, S. 541_ Franz LISZT _ Rêve d’amour n° 3.mp3.png",1
extrait 1 Serge RACHMANINOV _ Vocalise.mp3.png,1
"extrait 1 Carmen, WD 31 _ Act 1_ Georges BIZET _ Carmen, suite n° 1. Les Toréadors - Excerpt.mp3.png",1
extrait 1 Gianni Schicchi_ Giacomo PUCCINI _ Gianni Schicchi « O mio babbino caro ».mp3.png,1
"extrait 4 Samson et Dalila, Op. 47, R. 288 _ Act 2_ Camille SAINT-SAENS _ Samson et Dalila « Mon cœur s’ouvre à ta voix ».mp3.png",1
extrait 4 Messa da Requiem_ Giuseppe VERDI _ Requiem. Dies Irae.mp3.png,1
"extrait 1 Kinderszenen, Op. 15_ Robert SCHUMANN _ Scènes d’enfants. Rêverie.mp3.png",1
"extrait 1 Serenade In G, K.525 _Eine kleine Nachtmusik__ Wolfgang Amadeus MOZART _ Sérénade « Petite Musique de nuit » K.525 Allegro (extrait) - Excerpt.mp3.png",1
"extrait 2 Piano Concerto No. 2 In C Minor, Op. 18_ Serge RACHMANINOV _ Concerto piano et orchestre n° 2 Moderato (extrait) - Excerpt.mp3.png",1
"extrait 1 Cello Suite No. 1 in G Major, BWV 1007_ Jean-Sébastien BACH _ Suite pour violoncelle seul BWV 1007. Prélude.mp3.png",1
extrait 0 Gianni Schicchi_ Giacomo PUCCINI _ Gianni Schicchi « O mio babbino caro ».mp3.png,1
extrait 1 Aida _ Act 2_ Giuseppe VERDI _ Aida. Marche triomphale « Gloria all’ Egitto ».mp3.png,1
extrait 2 Concierto de Aranjuez For Guitar And Orchestra_ Joaquin RODRIGO _ Concierto de Aranjuez. Adagio (extrait) - Excerpt.mp3.png,1
extrait 3 Johannes BRAHMS _ Danse hongroise n° 5 (Orch. Martin Schmeling).mp3.png,1
extrait 1 Johann STRAUSS Fils _ Tritsch-Tratsch Polka.mp3.png,1
extrait 4 Piotr Ilyitch TCHAIKOVSKI _ Casse-noisette. Valse des fleurs.mp3.png,1
"extrait 4 Suite bergamasque, L.75_ Claude DEBUSSY _ Suite bergamasque. Clair de lune.mp3.png",1
extrait 4 Gianni Schicchi_ Giacomo PUCCINI _ Gianni Schicchi « O mio babbino caro ».mp3.png,1
"extrait 2 Herz und Mund und Tat und Leben, Cantata BWV 147 _ Pt. 2_ Jean-Sébastien BACH _ Cantate BWV 147 Choral « Jésus que ma joie demeure ».mp3.png",1
extrait 2 Serge RACHMANINOV _ Vocalise.mp3.png,1
extrait 1 Georges BIZET _ L’Arlésienne - Prélude - Excerpt.mp3.png,1
"extrait 0 Serenade In G, K.525 _Eine kleine Nachtmusik__ Wolfgang Amadeus MOZART _ Sérénade « Petite Musique de nuit » K.525 Allegro (extrait) - Excerpt.mp3.png",1
"extrait 0 Johann STRAUSS Fils _ Le beau Danube bleu, valse (extrait) - Excerpt _ Conclusion.mp3.png",1
extrait 2 Georges BIZET _ L’Arlésienne - Prélude - Excerpt.mp3.png,1
"extrait 2 Concerto for Flute, Harp, and Orchestra in C Major, K. 299_ Wolfgang Amadeus MOZART _ Concerto pour flûte et harpe K.299. Andantino.mp3.png",1
"extrait 3 String Quintet in E Major, G. 275_ Luigi BOCCHERINI _ Quintette à cordes op.11 n° 5. Menuet.mp3.png",1
extrait 2 Franz SCHUBERT _ Ave Maria (extrait) - Excerpt.mp3.png,1
"extrait 1 Le carnaval des animaux, R. 125_ Camille SAINT-SAËNS _ Le Carnaval des animaux. Le cygne.mp3.png",1
extrait 4 Gayaneh_ Aram KHATCHATURIAN _ Gayaneh. Danse du sabre.mp3.png,1
extrait 4 ANONYME _ Greensleeves (arr. Francis Cutting).mp3.png,1
"extrait 3 Requiem, Op. 48_ Gabriel FAURE _ Requiem, op.48. Pie Jesu.mp3.png",1
"extrait 4 Solomon, HWV 67 _ Act III_ Georg Friederich HAENDEL _ Solomon. Arrivée de la Reine de Saba.mp3.png",1
"extrait 1 Romeo and Juliet, Op. 64 _ Act I_ Serge PROKOFIEV _ Roméo et Juliette. Danse des chevaliers.mp3.png",1
extrait 2 Frédéric CHOPIN _ Nocturne op.9 n° 2.mp3.png,1
"extrait 3 Also sprach Zarathustra, Op. 30, TrV 176_ Richard STRAUSS _ Ainsi parlait Zarathoustra, op.30 1Introduction.mp3.png",1
extrait 0 Aida _ Act 2_ Giuseppe VERDI _ Aida. Marche triomphale « Gloria all’ Egitto ».mp3.png,1
extrait 2 Piotr Ilyitch TCHAIKOVSKI _ Casse-noisette. Valse des fleurs.mp3.png,1
"extrait 1 Peer Gynt, Op. 23_ Edvard GRIEG _ Peer Gynt. Au matin (extrait) - Excerpt.mp3.png",1
extrait 1 An American In Paris - Revised By F. Campbell-Watson_ GERSHWIN _ Un Américain à Paris (extrait) (Rév. F. Campbell-Watson) - Excerpt.mp3.png,1
extrait 3 Emmanuel CHABRIER _ España.mp3.png,1
"extrait 4 Die Walküre, WWV 86B - Concert version _ Act 3_ Richard WAGNER _ La Walkyrie. Chevauchée des Walkyries.mp3.png",1
"extrait 0 Requiem, Op. 48_ Gabriel FAURE _ Requiem, op.48. Pie Jesu.mp3.png",1
extrait 3 Serge RACHMANINOV _ Vocalise.mp3.png,1
extrait 4 Edward ELGAR _ Pomp & Circumstances March n° 1.mp3.png,1
extrait 2 Il Trovatore _ Act II_ Giuseppe VERDI _ Le Trouvère « Vedi ! le fosche notturne spoglie » (Chœurs des Bohèmiens).mp3.png,1
"extrait 1 Peer Gynt Suite No. 1, Op. 46_ Edvard GRIEG _ Peer Gynt. Dans le hall du roi de la montagne - Recorded 1982.mp3.png",1
extrait 1 Frédéric CHOPIN _ Nocturne op.9 n° 2.mp3.png,1
"extrait 0 Requiem, K. 626_ Wolfgang Amadeus MOZART _ Requiem, K.626. Lacrimosa - Recorded 1975.mp3.png",1
"extrait 3 Samson et Dalila, Op. 47, R. 288 _ Act 2_ Camille SAINT-SAENS _ Samson et Dalila « Mon cœur s’ouvre à ta voix ».mp3.png",1
"extrait 2 Serse, HWV 40 _ Act 1_ Georg Friederich HAENDEL _ Largo de Xerxes.mp3.png",1
extrait 0 Emmanuel CHABRIER _ España.mp3.png,1
"extrait 3 Orpheus In The Underworld (Orphée aux enfers)_ Jacques OFFENBACH _ Orphée aux enfers, ouverture. Cancan final - Live.mp3.png",1
"extrait 0 Concerto for Flute, Harp, and Orchestra in C Major, K. 299_ Wolfgang Amadeus MOZART _ Concerto pour flûte et harpe K.299. Andantino.mp3.png",1
extrait 0 Frédéric CHOPIN _ Nocturne op.9 n° 2.mp3.png,1
extrait 0 Rigoletto _ Act 3_ Giuseppe VERDI _ Rigoletto « La donna e mobile ».mp3.png,1
"extrait 3 Requiem, K. 626_ Wolfgang Amadeus MOZART _ Requiem, K.626. Lacrimosa - Recorded 1975.mp3.png",1
"extrait 2 Liebestraum No. 3 in A-Flat Major, S. 541_ Franz LISZT _ Rêve d’amour n° 3.mp3.png",1
"extrait 2 Préludes _ Book 1, L. 117_ Claude DEBUSSY _ Préludes, livre I. La Fille aux cheveux de lin.mp3.png",1
extrait 2 El amor brujo_ Manuel de FALLA _ L’amour sorcier. Danse rituelle du feu (extrait) - Excerpt.mp3.png,1
"extrait 0 String Quintet in E Major, G. 275_ Luigi BOCCHERINI _ Quintette à cordes op.11 n° 5. Menuet.mp3.png",1
extrait 0 Canon and Gigue in D Major_ Johann PACHELBEL _ Canon (extrait).mp3.png,1
"extrait 1 Requiem, Op. 48_ Gabriel FAURE _ Requiem, op.48. Pie Jesu.mp3.png",1
extrait 0 Piotr Ilyitch TCHAIKOVSKI _ Casse-noisette. Valse des fleurs.mp3.png,1
extrait 4 Paul DUKAS _ L’Apprenti sorcier.mp3.png,1
extrait 3 Canon and Gigue in D Major_ Johann PACHELBEL _ Canon (extrait).mp3.png,1
extrait 0 Franz SCHUBERT _ Ave Maria (extrait) - Excerpt.mp3.png,1
"extrait 1 Concerto For Violin And Strings In E, Op. 8, No. 1, RV.269 _La Primavera__ Antonio VIVALDI _ Les Quatre saisons. Concerto op.8 n° 1 « Le Printemps » _ Allegro - Live.mp3.png",1
"extrait 1 Requiem, K. 626_ Wolfgang Amadeus MOZART _ Requiem, K.626. Lacrimosa - Recorded 1975.mp3.png",1
"extrait 1 12 Etudes, Op. 10_ Frédéric CHOPIN _ Etude op.10 n° 3 « Tristesse ».mp3.png",1
"extrait 3 Concerto for Flute, Harp, and Orchestra in C Major, K. 299_ Wolfgang Amadeus MOZART _ Concerto pour flûte et harpe K.299. Andantino.mp3.png",1
"extrait 0 Orchestral Suite No. 3 in D Major, BWV 1068_ Jean-Sébastien BACH _ Suite n° 3 pour orchestre BWV 1068 Aria.mp3.png",1
extrait 2 Johannes BRAHMS _ Danse hongroise n° 5 (Orch. Martin Schmeling).mp3.png,1
extrait 0 Serge RACHMANINOV _ Vocalise.mp3.png,1
extrait 2 Paul DUKAS _ L’Apprenti sorcier.mp3.png,1
"extrait 3 Dido and Aeneas _ Act III_ Henry PURCELL _ Didon et Enée « Thy hand, Belinda » (Mort de Didon).mp3.png",1
extrait 4 Frédéric CHOPIN _ Nocturne op.9 n° 2.mp3.png,1
"extrait 2 Piano Concerto No. 1 in B-Flat Minor, Op. 23_ Piotr Ilyitch TCHAIKOVSKI _ Concerto pour piano n° 1 (extrait) - Excerpt.mp3.png",1
"extrait 3 Piano Concerto No. 2 In C Minor, Op. 18_ Serge RACHMANINOV _ Concerto piano et orchestre n° 2 Moderato (extrait) - Excerpt.mp3.png",1
extrait 2 RAVEL _ Boléro (extrait) - Excerpt.mp3.png,1
extrait 4 ANONYME _ Romance pour guitare.mp3.png,1
extrait 4 El amor brujo_ Manuel de FALLA _ L’amour sorcier. Danse rituelle du feu (extrait) - Excerpt.mp3.png,1
extrait 1 Concierto de Aranjuez For Guitar And Orchestra_ Joaquin RODRIGO _ Concierto de Aranjuez. Adagio (extrait) - Excerpt.mp3.png,1
"extrait 0 Samson et Dalila, Op. 47, R. 288 _ Act 2_ Camille SAINT-SAENS _ Samson et Dalila « Mon cœur s’ouvre à ta voix ».mp3.png",1
"extrait 1 Piano Concerto No. 21 in C Major, K. 467_ Wolfgang Amadeus MOZART _ Concerto pour piano et orchestre n° 21 K.467. Andante.mp3.png",1
extrait 2 Jean SIBELIUS _ Valse triste - Recorded 1967.mp3.png,1
extrait 3 Paul DUKAS _ L’Apprenti sorcier.mp3.png,1
extrait 3 Gaîté parisienne (Arr. Rosenthal)_ Jacques OFFENBACH _ Les contes d’Hoffmann. Barcarolle.mp3.png,1
"extrait 3 Le carnaval des animaux, R. 125_ Camille SAINT-SAËNS _ Le Carnaval des animaux. Le cygne.mp3.png",1
extrait 1 Maurice RAVEL _ Pavane pour une infante défunte.mp3.png,1
"extrait 3 Liebestraum No. 3 in A-Flat Major, S. 541_ Franz LISZT _ Rêve d’amour n° 3.mp3.png",1
"extrait 1 Herz und Mund und Tat und Leben, Cantata BWV 147 _ Pt. 2_ Jean-Sébastien BACH _ Cantate BWV 147 Choral « Jésus que ma joie demeure ».mp3.png",1
extrait 4 Concierto de Aranjuez For Guitar And Orchestra_ Joaquin RODRIGO _ Concierto de Aranjuez. Adagio (extrait) - Excerpt.mp3.png,1
extrait 4 Gymnopédie No. 1_ Erik SATIE _ Gymnopédie n° 1.mp3.png,1
"extrait 0 Suite bergamasque, L.75_ Claude DEBUSSY _ Suite bergamasque. Clair de lune.mp3.png",1
extrait 0 Edward ELGAR _ Pomp & Circumstances March n° 1.mp3.png,1
extrait 3 Gymnopédie No. 1_ Erik SATIE _ Gymnopédie n° 1.mp3.png,1
extrait 4 Franz SCHUBERT _ Ave Maria (extrait) - Excerpt.mp3.png,1
extrait 0 ANONYME _ Romance pour guitare.mp3.png,1
extrait 0 An American In Paris - Revised By F. Campbell-Watson_ GERSHWIN _ Un Américain à Paris (extrait) (Rév. F. Campbell-Watson) - Excerpt.mp3.png,1
"extrait 3 Die Walküre, WWV 86B - Concert version _ Act 3_ Richard WAGNER _ La Walkyrie. Chevauchée des Walkyries.mp3.png",1
extrait 0 Concierto de Aranjuez For Guitar And Orchestra_ Joaquin RODRIGO _ Concierto de Aranjuez. Adagio (extrait) - Excerpt.mp3.png,1
extrait 0 Paul DUKAS _ L’Apprenti sorcier.mp3.png,1
extrait 1 Canon and Gigue in D Major_ Johann PACHELBEL _ Canon (extrait).mp3.png,1
extrait 2 Gianni Schicchi_ Giacomo PUCCINI _ Gianni Schicchi « O mio babbino caro ».mp3.png,1
"extrait 2 Prelude & Fugue in C Major (Well-Tempered Clavier, Book I, No. 1), BWV 846_ Prélude n° 1 BWV 846.mp3.png",1
extrait 2 Aida _ Act 2_ Giuseppe VERDI _ Aida. Marche triomphale « Gloria all’ Egitto ».mp3.png,1
extrait 4 Maurice RAVEL _ Pavane pour une infante défunte.mp3.png,1
"extrait 3 Rhapsody In Blue_ George GERSHWIN _ Rapsody in blue (extrait) (Version pour Jazz Band, orch. Ferde Grofe) - Excerpt.mp3.png",1
extrait 0 Gymnopédie No. 1_ Erik SATIE _ Gymnopédie n° 1.mp3.png,1
